player,player_id,country,team,position,match_played,minutes_played,subbed_in,subbed_out,unique_positions_played,positions_played,full_match_equivalents
Alejandro Gálvez Jimena,6924.0,Spain,Werder Bremen,Defender,19.0,1365.0,4.0,4.0,"['Center Forward', 'Center Attacking Midfield', 'Right Center Back', 'Center Defensive Midfield', 'Left Center Back', 'Center Back', 'Left Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Right Center Midfield']","['Left Center Midfield', 'Center Defensive Midfield', 'Center Forward', 'Right Center Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Center Back', 'Right Center Back', 'Right Center Back', 'Left Center Back', 'Right Center Back', 'Left Defensive Midfield', 'Left Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Left Center Midfield']",15.166666666666666
Jairo Samperio Bustara,6925.0,Spain,FSV Mainz 05,Forward,38.0,2370.0,12.0,12.0,"['Center Forward', 'Center Attacking Midfield', 'Left Attacking Midfield', 'Left Wing Back', 'Right Wing Back', 'Right Wing', 'Right Midfield', 'Right Center Forward', 'Left Midfield', 'Left Wing']","['Left Midfield', 'Left Wing', 'Left Midfield', 'Right Wing', 'Right Wing', 'Center Attacking Midfield', 'Left Wing', 'Left Wing', 'Left Wing', 'Left Wing Back', 'Left Wing', 'Left Wing', 'Left Wing', 'Right Wing', 'Left Wing', 'Left Attacking Midfield', 'Left Midfield', 'Left Midfield', 'Right Midfield', 'Right Wing Back', 'Left Wing', 'Left Wing', 'Left Midfield', 'Left Wing', 'Left Wing', 'Left Wing', 'Left Wing', 'Left Wing', 'Left Midfield', 'Left Midfield', 'Left Wing', 'Left Wing Back', 'Right Wing', 'Right Wing', 'Center Forward', 'Left Wing', 'Right Center Forward', 'Left Midfield', 'Left Midfield', 'Left Wing', 'Left Wing']",26.333333333333332
Alen Halilović,6926.0,Croatia,Sporting Gijón,Midfielder,33.0,2191.0,9.0,9.0,"['Center Forward', 'Center Attacking Midfield', 'Right Wing Back', 'Right Wing', 'Right Back', 'Right Center Forward', 'Right Midfield', 'Left Defensive Midfield', 'Left Center Forward']","['Right Midfield', 'Right Center Forward', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Right Wing', 'Center Forward', 'Right Wing', 'Center Attacking Midfield', 'Right Midfield', 'Right Wing', 'Right Wing', 'Right Center Forward', 'Right Midfield', 'Right Midfield', 'Center Attacking Midfield', 'Right Midfield', 'Right Wing', 'Right Back', 'Right Wing', 'Center Attacking Midfield', 'Center Forward', 'Right Wing', 'Center Attacking Midfield', 'Right Wing', 'Right Wing Back', 'Right Wing Back', 'Center Attacking Midfield', 'Right Midfield', 'Right Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Right Wing', 'Center Attacking Midfield', 'Center Forward', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Right Midfield', 'Right Midfield', 'Right Center Forward', 'Right Wing', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Right Wing', 'Left Center Forward', 'Right Midfield', 'Right Midfield', 'Right Center Forward', 'Right Midfield', 'Center Attacking Midfield', 'Right Wing', 'Center Attacking Midfield']",24.344444444444445
David García Santana,6927.0,Spain,Las Palmas,Defender,22.0,1629.0,4.0,4.0,"['Right Back', 'Right Center Back']","['Right Back', 'Right Back', 'Right Back', 'Right Center Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Center Back', 'Right Back', 'Right Back', 'Right Center Back', 'Right Back', 'Right Center Back', 'Right Back', 'Right Back', 'Right Back', 'Right Center Back', 'Right Center Back', 'Right Back', 'Right Center Back', 'Right Back']",18.1
Pedro Taunausú Domínguez Placeres,6928.0,Spain,Las Palmas,Midfielder,42.0,2388.0,16.0,16.0,"['Center Attacking Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Wing', 'Right Center Forward', 'Right Midfield', 'Left Midfield', 'Left Wing', 'Left Center Midfield', 'Right Center Midfield']","['Right Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Center Attacking Midfield', 'Left Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Left Center Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Right Center Forward', 'Right Midfield', 'Center Attacking Midfield', 'Right Wing', 'Right Wing', 'Left Wing', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Right Center Midfield']",26.533333333333335
José Vicente Gómez Umpiérrez,6929.0,Spain,Las Palmas,Midfielder,19.0,1450.0,3.0,3.0,"['Right Center Back', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Right Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Left Center Forward']","['Left Center Forward', 'Center Defensive Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Right Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Center Back', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Left Defensive Midfield']",16.11111111111111
Dani Castellano Betancor,6932.0,Spain,Las Palmas,Defender,28.0,2259.0,3.0,3.0,"['Left Back', 'Left Midfield', 'Left Wing Back']","['Left Wing Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Midfield', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Wing Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Wing Back', 'Left Back', 'Left Back', 'Left Wing Back', 'Left Wing Back', 'Left Wing Back', 'Left Wing Back']",25.1
Jerónimo Figueroa Cabrera,6934.0,Spain,Las Palmas,Forward,26.0,1383.0,11.0,11.0,"['Center Attacking Midfield', 'Right Defensive Midfield', 'Right Wing', 'Right Midfield', 'Left Midfield', 'Left Wing', 'Left Defensive Midfield']","['Left Midfield', 'Left Wing', 'Left Defensive Midfield', 'Left Wing', 'Right Midfield', 'Left Midfield', 'Left Midfield', 'Right Wing', 'Right Midfield', 'Left Midfield', 'Left Defensive Midfield', 'Right Midfield', 'Right Wing', 'Center Attacking Midfield', 'Right Wing', 'Left Midfield', 'Right Midfield', 'Right Midfield', 'Right Wing', 'Left Midfield', 'Right Wing', 'Left Midfield', 'Right Wing', 'Left Wing', 'Left Wing', 'Right Wing', 'Right Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Wing', 'Left Midfield', 'Right Midfield']",15.366666666666667
Adrián Marín Gómez,6935.0,Spain,Villarreal,Defender,10.0,900.0,0.0,0.0,"['Left Back', 'Right Center Back']","['Right Center Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back']",10.0
Felipe Dias da Silva dal Belo,6938.0,Brazil,Udinese,Defender,33.0,2365.0,7.0,7.0,"['Left Back', 'Left Center Back', 'Center Attacking Midfield', 'Center Back']","['Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Center Back', 'Left Center Back', 'Left Center Back', 'Left Back', 'Left Center Back', 'Left Center Back', 'Center Attacking Midfield', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back']",26.27777777777778
Kwadwo Asamoah,6940.0,Ghana,Juventus,Midfielder,10.0,555.0,4.0,4.0,"['Right Defensive Midfield', 'Center Attacking Midfield', 'Left Center Midfield', 'Right Center Midfield']","['Left Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Right Defensive Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Center Attacking Midfield', 'Left Center Midfield', 'Right Defensive Midfield']",6.166666666666667
Jasmin Kurtič,6941.0,Slovenia,Atalanta,Midfielder,44.0,2744.0,14.0,14.0,"['Center Attacking Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Wing Back', 'Right Wing', 'Right Midfield', 'Left Midfield', 'Left Wing', 'Left Center Midfield', 'Right Center Midfield']","['Left Wing', 'Right Center Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Right Wing', 'Left Center Midfield', 'Right Center Midfield', 'Right Wing', 'Right Wing', 'Left Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Right Wing', 'Right Midfield', 'Left Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Right Midfield', 'Left Midfield', 'Right Center Midfield', 'Center Attacking Midfield', 'Right Wing', 'Center Attacking Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Right Wing Back', 'Left Center Midfield', 'Left Center Midfield', 'Center Attacking Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Left Midfield']",30.488888888888887
Andrea Barzagli,6943.0,Italy,Juventus,Defender,33.0,2796.0,2.0,2.0,"['Right Back', 'Left Center Back', 'Right Center Back', 'Center Back']","['Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Left Center Back', 'Left Center Back', 'Right Center Back', 'Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Center Back', 'Left Center Back', 'Right Center Back', 'Left Center Back', 'Right Center Back', 'Left Center Back', 'Right Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Back', 'Right Center Back', 'Right Center Back', 'Right Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Left Center Back', 'Right Center Back']",31.066666666666666
Mattia De Sciglio,6944.0,Italy,AC Milan,Defender,24.0,1904.0,3.0,3.0,"['Right Back', 'Left Back', 'Right Midfield']","['Left Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Left Back', 'Left Back', 'Left Back', 'Right Back', 'Left Back', 'Left Back', 'Left Back', 'Right Midfield', 'Left Back', 'Right Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Right Back', 'Right Back', 'Right Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Right Back', 'Right Back', 'Right Back']",21.155555555555555
Alex Sandro Lobo Silva,6945.0,Brazil,Juventus,Defender,15.0,1350.0,0.0,0.0,"['Center Attacking Midfield', 'Left Back', 'Left Wing Back', 'Right Back', 'Right Center Forward', 'Right Midfield', 'Left Midfield', 'Left Wing', 'Left Center Midfield']","['Left Wing Back', 'Left Wing Back', 'Left Wing Back', 'Left Midfield', 'Right Center Forward', 'Left Midfield', 'Left Wing Back', 'Left Center Midfield', 'Left Wing Back', 'Left Wing Back', 'Left Center Midfield', 'Left Wing Back', 'Center Attacking Midfield', 'Left Center Midfield', 'Left Wing Back', 'Left Wing Back', 'Left Wing Back', 'Left Wing Back', 'Left Wing Back', 'Left Wing Back', 'Left Wing Back', 'Left Center Midfield', 'Left Wing', 'Left Back', 'Left Wing Back', 'Right Midfield', 'Left Midfield', 'Left Back', 'Right Back', 'Left Center Midfield', 'Left Back', 'Left Wing Back', 'Left Back', 'Left Wing Back']",15.0
Miralem Pjanić,6947.0,Bosnia and Herzegovina,AS Roma,Midfielder,35.0,2717.0,5.0,5.0,"['Center Attacking Midfield', 'Right Defensive Midfield', 'Left Wing', 'Left Defensive Midfield', 'Left Center Midfield', 'Right Center Midfield']","['Right Defensive Midfield', 'Left Center Midfield', 'Center Attacking Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Left Wing', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Left Wing', 'Center Attacking Midfield', 'Right Center Midfield', 'Left Wing', 'Right Center Midfield', 'Right Center Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Center Attacking Midfield', 'Right Center Midfield', 'Center Attacking Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Center Attacking Midfield', 'Right Center Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Center Attacking Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Center Attacking Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Center Midfield']",30.18888888888889
Sergio Floccari,6948.0,Italy,Bologna,Forward,20.0,1364.0,5.0,5.0,"['Center Forward', 'Center Attacking Midfield', 'Left Wing', 'Right Wing', 'Right Center Forward', 'Left Center Forward', 'Left Defensive Midfield', 'Right Center Midfield']","['Right Wing', 'Left Wing', 'Center Forward', 'Center Forward', 'Center Forward', 'Left Center Forward', 'Right Center Midfield', 'Center Forward', 'Right Wing', 'Left Wing', 'Right Center Midfield', 'Left Wing', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Right Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Left Wing', 'Right Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Center Forward', 'Center Attacking Midfield', 'Center Forward', 'Center Forward', 'Left Defensive Midfield', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward']",15.155555555555555
Gianluigi Buffon,6949.0,Italy,Juventus,Goalkeeper,35.0,3150.0,0.0,0.0,['Goalkeeper'],"['Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper']",35.0
Alberto Paloschi,6950.0,Italy,Swansea City,Forward,37.0,2385.0,11.0,11.0,"['Center Forward', 'Left Center Midfield', 'Right Center Forward', 'Left Center Forward']","['Center Forward', 'Left Center Forward', 'Center Forward', 'Right Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Left Center Midfield', 'Center Forward', 'Right Center Forward', 'Right Center Forward', 'Center Forward', 'Left Center Midfield', 'Right Center Forward', 'Center Forward', 'Right Center Forward', 'Center Forward', 'Right Center Forward', 'Right Center Forward', 'Right Center Forward', 'Left Center Forward', 'Right Center Forward', 'Left Center Forward', 'Center Forward', 'Right Center Forward', 'Left Center Forward', 'Left Center Forward', 'Right Center Forward', 'Right Center Forward', 'Right Center Forward', 'Left Center Forward', 'Right Center Forward', 'Left Center Forward', 'Right Center Forward', 'Right Center Forward', 'Left Center Forward', 'Left Center Forward', 'Right Center Forward', 'Center Forward', 'Left Center Forward', 'Left Center Forward', 'Left Center Forward', 'Right Center Forward', 'Right Center Forward', 'Right Center Forward', 'Left Center Forward', 'Right Center Forward', 'Center Forward', 'Left Center Forward', 'Right Center Forward', 'Left Center Forward']",26.5
Filippo Costa,6951.0,Italy,Chievo,Defender,0.0,0.0,0.0,0.0,"['Right Defensive Midfield', 'Right Back', 'Right Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Left Back']","['Left Center Midfield', 'Left Back', 'Right Midfield', 'Right Midfield', 'Right Back', 'Left Back', 'Left Defensive Midfield', 'Right Back', 'Right Defensive Midfield', 'Left Center Midfield']",0.0
